Reading No,Reading Type,Duration,Main,Low,High,Light,Time,User,Sigma Value,Units,Batch,Heat,Lot,Note,Sample,Mode,Ag,Ag 2-Sigma,As,As 2-Sigma,Au,Au 2-Sigma,Bal,Bal 2-Sigma,Bi,Bi 2-Sigma,Cd,Cd 2-Sigma,Co,Co 2-Sigma,Cr,Cr 2-Sigma,Cu,Cu 2-Sigma,Fe,Fe 2-Sigma,Hf,Hf 2-Sigma,Hg,Hg 2-Sigma,Mn,Mn 2-Sigma,Mo,Mo 2-Sigma,Nb,Nb 2-Sigma,Ni,Ni 2-Sigma,Pb,Pb 2-Sigma,Pd,Pd 2-Sigma,Rb,Rb 2-Sigma,Re,Re 2-Sigma,Sb,Sb 2-Sigma,Se,Se 2-Sigma,Sn,Sn 2-Sigma,Sr,Sr 2-Sigma,Ta,Ta 2-Sigma,Th,Th 2-Sigma,Ti,Ti 2-Sigma,U,U 2-Sigma,V,V 2-Sigma,W,W 2-Sigma,Y,Y 2-Sigma,Zn,Zn 2-Sigma,Zr,Zr 2-Sigma,Ca,Ca 2-Sigma,K,K 2-Sigma,Al,Al 2-Sigma,Ba,Ba 2-Sigma,Cl,Cl 2-Sigma,Mg,Mg 2-Sigma,P,P 2-Sigma,S,S 2-Sigma,Si,Si 2-Sigma,Satellites,Altitude,Latitude,Longitude,Grid,Easting,Northing,
116,Mining,141.57,38.65,8.89,29.10,29.55,"Sat Mar 8, 2025 - 16:35:04",User,1,ppm,,,,,,Mining,<LOD,1.0760,<LOD,0.7770,<LOD,2.0339,691573.4375 , 2044.5730,<LOD,1.0036,<LOD,1.3264,<LOD,36.3703,<LOD,2.3458,6.8934 , 2.4116,24533.1641 , 78.6228,<LOD,0.0000,<LOD,1.4442,298.4829 , 17.5838,<LOD,0.7156,<LOD,0.5666,144.8115 , 5.4126,<LOD,0.7587,<LOD,0.7064,<LOD,0.6333,<LOD,0.0000,<LOD,2.4861,<LOD,0.5903,<LOD,3.5560,280.7818 , 1.0427,<LOD,0.0000,<LOD,0.7462,188.1415 , 5.5349,<LOD,1.9149,10.4162 , 1.5217,<LOD,0.0000,<LOD,0.4234,23.1589 , 1.6109,<LOD,0.9075,51461.7188 , 78.8634,339.7480 , 13.8817,79682.5859 , 566.7478,100.0515 , 35.7291,<LOD,30.2976,33839.3516 , 1422.6283,<LOD,60.2368,<LOD,31.2241,117517.2812 , 257.4948,,,,,,,,
117,Mining,143.47,28.74,18.35,29.74,29.60,"Sat Mar 8, 2025 - 16:40:07",User,1,ppm,,,,,,Mining,<LOD,0.9780,<LOD,0.9324,<LOD,1.9044,553474.2500 , 3713.2788,<LOD,1.0180,<LOD,1.4198,<LOD,72.5783,1155.1415 , 4.8114,<LOD,5.1635,40913.9688 , 96.9196,<LOD,0.0000,<LOD,2.1611,701.6216 , 25.1766,<LOD,0.7144,<LOD,0.5756,1520.6571 , 14.4996,<LOD,0.7289,<LOD,0.7485,<LOD,0.5415,<LOD,0.0000,<LOD,2.7116,<LOD,0.6335,8.4018 , 1.5723,0.5454 , 0.1705,<LOD,0.0000,<LOD,0.7260,335.0689 , 7.0657,<LOD,1.0010,18.0920 , 1.9846,<LOD,10.6298,<LOD,0.4049,30.8679 , 1.8364,<LOD,0.4894,11892.2666 , 44.5959,356.2563 , 15.9968,20100.9531 , 392.2280,167.8113 , 59.9226,345.0367 , 24.3354,245369.8750 , 3059.5618,<LOD,109.4883,<LOD,25.2556,123609.1641 , 280.9466,,,,,,,,
118,Mining,147.00,28.98,19.26,29.10,29.68,"Sat Mar 8, 2025 - 16:43:48",User,1,ppm,,,,,,Mining,<LOD,1.2658,2.4087 , 0.7545,<LOD,2.7124,539184.8125 , 3138.3035,<LOD,1.4725,<LOD,1.7498,<LOD,67.8725,108.3322 , 2.8744,48.8165 , 3.7373,69837.1875 , 133.2805,<LOD,0.0000,<LOD,3.8891,1140.0182 , 31.3825,<LOD,1.1494,36.9683 , 0.7573,136.9555 , 7.5827,<LOD,1.1813,<LOD,0.9485,30.4833 , 0.9526,<LOD,0.0000,<LOD,3.2585,<LOD,0.8296,18.7093 , 1.9086,514.0652 , 1.7376,<LOD,0.0000,<LOD,1.1245,12265.9053 , 27.8419,<LOD,2.6955,207.9440 , 7.5227,<LOD,7.3323,24.6830 , 0.6544,134.5343 , 3.5405,193.9838 , 1.6477,46118.6445 , 90.4325,15005.5869 , 61.1171,95701.2734 , 753.1960,604.6718 , 215.8238,624.9140 , 27.1682,63400.2695 , 2069.2944,2572.2036 , 96.0554,333.5665 , 20.4737,151753.0781 , 297.2388,,,,,,,,
119,Mining,193.38,39.41,38.99,58.13,29.17,"Sat Mar 8, 2025 - 16:49:12",User,1,ppm,,,,,,Mining,1.6519 , 0.5427,<LOD,1.3459,<LOD,2.7441,519485.8125 , 3085.0022,<LOD,1.4477,<LOD,1.1856,<LOD,72.4711,140.3391 , 3.2125,91.7008 , 4.4225,77902.2344 , 146.0200,<LOD,0.0000,<LOD,2.7095,1322.8976 , 33.6179,<LOD,1.9379,45.3162 , 0.8256,159.6659 , 8.0252,7.3022 , 0.9765,<LOD,0.6729,35.4153 , 1.0208,<LOD,0.0000,<LOD,2.2171,<LOD,0.8512,15.7970 , 1.3015,598.7758 , 1.8694,<LOD,0.0000,<LOD,1.5029,14764.6191 , 31.5267,3.5615 , 1.6797,228.5368 , 8.4238,<LOD,11.1593,29.7168 , 0.7028,129.7844 , 3.7550,238.2355 , 1.7918,45055.0117 , 95.4026,18473.6113 , 68.3585,82164.9609 , 636.3895,370.6686 , 10.9825,2744.4080 , 26.3402,45419.8086 , 1752.3663,2153.5569 , 74.8652,3793.0864 , 27.7420,184623.5469 , 242.3732,,,,,,,,
120,Mining,119.61,29.35,38.86,29.27,0.00,"Sat Mar 8, 2025 - 16:55:48",User,1,ppm,,,,,,Mining,<LOD,1.2526,<LOD,0.8243,<LOD,2.3409,658128.8125 , 3343.9282,<LOD,1.1115,<LOD,1.5946,<LOD,56.0491,1261.6791 , 7.6158,<LOD,9.8584,50641.4844 , 106.4569,<LOD,0.0000,<LOD,2.4162,720.2394 , 28.1803,<LOD,0.8029,<LOD,0.6445,1697.1302 , 16.4841,<LOD,0.9013,<LOD,0.8289,<LOD,0.5329,<LOD,0.0000,<LOD,3.0149,<LOD,0.7241,9.1375 , 1.7580,2.1949 , 0.2098,<LOD,0.0000,<LOD,0.7726,411.8076 , 11.0518,<LOD,1.1878,20.3366 , 3.2189,<LOD,12.1942,<LOD,0.6014,44.0878 , 2.2336,<LOD,0.5997,12064.0967 , 70.2779,472.3637 , 26.3854,11341.0674 , 315.1774,147.6214 , 52.7141,456.4129 , 27.9720,166425.3750 , 2927.3223,<LOD,107.0039,121.3191 , 20.4788,96034.8828 , 268.3979,,,,,,,,
121,Mining,152.47,29.61,18.53,59.51,29.26,"Sat Mar 8, 2025 - 17:00:34",User,1,ppm,,,,,,Mining,<LOD,1.0068,<LOD,0.8270,<LOD,2.1079,491454.2500 , 4282.2153,<LOD,1.1467,<LOD,1.4968,<LOD,54.2458,1028.2679 , 4.8450,15.6803 , 4.0839,50543.3359 , 104.6288,<LOD,0.0000,<LOD,2.3512,734.3756 , 26.3977,<LOD,0.7701,<LOD,0.6147,1665.9437 , 15.8818,<LOD,0.8596,<LOD,0.7896,<LOD,0.5146,<LOD,0.0000,<LOD,2.8327,<LOD,0.6732,7.7521 , 1.6659,0.9755 , 0.1863,<LOD,0.0000,<LOD,0.7883,270.8857 , 7.4644,<LOD,1.1206,24.8405 , 2.1556,<LOD,15.2443,<LOD,0.4498,34.7476 , 2.0260,<LOD,0.5205,10551.4346 , 44.3091,572.9623 , 18.4398,11289.4551 , 351.7422,97.5065 , 13.3579,361.2022 , 25.1332,286440.7812 , 3451.7397,<LOD,65.6246,<LOD,25.6215,144905.5938 , 302.2339,,,,,,,,
122,Mining,110.43,29.91,9.97,29.40,29.59,"Sat Mar 8, 2025 - 17:04:48",User,1,ppm,,,,,,Mining,<LOD,1.5584,<LOD,2.3638,<LOD,3.8048,924133.1250 , 2650.2739,<LOD,2.1576,<LOD,2.1001,188.5937 , 54.6609,537.5012 , 6.6672,<LOD,14.0483,35929.7734 , 162.1553,<LOD,0.0000,<LOD,4.0974,592.0004 , 42.7667,<LOD,1.2992,<LOD,1.0560,1262.0706 , 23.9307,<LOD,1.5845,<LOD,1.1421,<LOD,1.3606,<LOD,0.0000,<LOD,4.0154,<LOD,1.2317,<LOD,3.6800,30.8027 , 0.7058,<LOD,0.0000,<LOD,1.5367,735.7119 , 17.2454,<LOD,1.9890,19.2258 , 4.6022,<LOD,18.4259,2.3474 , 0.5723,23.5807 , 3.2232,11.2421 , 0.8411,9742.7598 , 77.7094,725.5956 , 43.6929,<LOD,371.8309,123.8783 , 44.2368,<LOD,83.5832,<LOD,3687.5120,<LOD,203.9460,<LOD,66.3985,25941.7656 , 244.5061,,,,,,,,
123,Mining,127.28,38.60,8.56,29.72,29.32,"Sat Mar 8, 2025 - 17:08:23",User,1,ppm,,,,,,Mining,<LOD,1.2862,<LOD,0.7406,<LOD,2.2146,627239.6875 , 2983.0652,<LOD,1.0207,<LOD,1.4413,<LOD,54.5073,606.2573 , 4.4359,<LOD,8.4354,54967.4219 , 114.5147,<LOD,0.0000,<LOD,2.2407,828.3036 , 26.3285,<LOD,0.7329,<LOD,0.6027,1686.1470 , 15.5975,<LOD,0.7993,<LOD,0.7648,<LOD,0.4979,<LOD,0.0000,<LOD,2.7340,<LOD,0.6498,11.8901 , 1.5837,1.1181 , 0.1822,<LOD,0.0000,<LOD,0.7085,328.8096 , 7.9753,<LOD,1.1090,26.3964 , 2.3960,<LOD,11.2646,<LOD,0.6196,39.3513 , 2.0148,<LOD,0.5060,10500.5137 , 51.2909,297.7374 , 18.3792,8464.2246 , 255.1258,152.9245 , 54.6075,<LOD,29.1409,190107.5938 , 2617.2268,<LOD,57.5352,<LOD,22.7283,104741.6406 , 250.9320,,,,,,,,
124,Mining,121.51,29.69,19.50,29.50,29.38,"Sat Mar 8, 2025 - 17:13:02",User,1,ppm,,,,,,Mining,<LOD,2.9820,<LOD,2.8343,<LOD,4.3909,945801.8750 , 4132.5234,<LOD,2.3856,<LOD,2.7012,317.3990 , 49.8541,60.8006 , 5.5797,<LOD,18.2337,27909.1191 , 186.5346,<LOD,0.0000,<LOD,4.8994,605.1208 , 42.4129,<LOD,1.4805,18.0123 , 0.9210,1523.6193 , 26.8436,<LOD,1.8458,<LOD,1.6129,9.4127 , 0.9951,<LOD,0.0000,<LOD,4.9947,<LOD,1.4067,<LOD,4.3178,251.2272 , 2.0228,<LOD,0.0000,<LOD,2.4335,2351.1790 , 31.3001,<LOD,2.8004,55.4227 , 8.3573,<LOD,20.0900,9.7631 , 0.7438,41.4367 , 3.8265,95.0101 , 1.8409,8963.5088 , 99.8027,1954.8501 , 77.8893,<LOD,571.8775,310.7825 , 110.9593,<LOD,148.6922,<LOD,5764.6366,<LOD,293.4285,<LOD,116.7101,9721.4746 , 229.0266,6,6.800000,40.871132,-124.101738,10.000000,407160.781250,4525036.000000,
125,Mining,115.21,29.66,9.25,0.00,29.60,"Sat Mar 8, 2025 - 17:19:30",User,1,ppm,,,,,,Mining,<LOD,1.4412,<LOD,1.3997,<LOD,3.1792,858892.7500 , 1943.2144,<LOD,1.7972,<LOD,1.9719,<LOD,117.3168,27.5296 , 3.1955,50.1504 , 4.6425,52939.2344 , 139.0138,<LOD,0.0000,<LOD,3.5241,812.4263 , 34.0941,<LOD,1.2073,22.9353 , 0.7906,123.2964 , 9.0506,6.4567 , 1.0945,<LOD,1.0683,16.4887 , 0.9263,<LOD,0.0000,<LOD,3.7936,<LOD,0.9315,<LOD,3.3025,366.6494 , 1.7401,<LOD,0.0000,<LOD,1.7237,5413.4458 , 27.1988,<LOD,2.4519,98.1717 , 7.6672,<LOD,9.0693,15.0911 , 0.6672,61.5020 , 3.2292,121.3258 , 1.6128,20580.4062 , 91.7773,5025.7822 , 58.4039,11844.1172 , 327.3618,391.6215 , 139.8101,<LOD,58.6890,<LOD,2489.6660,844.8720 , 93.4164,<LOD,45.9372,42345.7734 , 240.3206,7,10.400000,40.871162,-124.101700,10.000000,407164.187500,4525039.000000,
126,Mining,124.43,18.67,36.61,29.40,28.98,"Sat Mar 8, 2025 - 17:26:37",User,1,ppm,,,,,,Mining,<LOD,1.3877,<LOD,1.0819,<LOD,2.8052,350108.0938 , 7362.7578,<LOD,1.5082,<LOD,2.0567,<LOD,67.6742,728.6521 , 5.5808,15.9908 , 4.8985,59662.2031 , 115.0431,<LOD,0.0000,<LOD,3.0034,891.2010 , 32.3401,<LOD,0.9597,<LOD,0.7554,1575.6224 , 18.3465,<LOD,1.1097,<LOD,1.1033,<LOD,0.6319,<LOD,0.0000,<LOD,3.9091,<LOD,0.9099,17.7764 , 2.3261,5.7373 , 0.2926,<LOD,0.0000,<LOD,1.0381,605.8216 , 11.1579,<LOD,1.3364,48.0280 , 3.3903,<LOD,13.9446,1.1152 , 0.3977,37.7499 , 2.5232,<LOD,0.6828,17832.7559 , 72.0640,371.2606 , 23.6302,39136.8008 , 775.7346,291.8195 , 104.1909,<LOD,48.4621,378938.3438 , 5222.9316,<LOD,94.9019,946.0565 , 30.7158,148785.0000 , 372.3213,7,4.800000,40.871105,-124.101753,10.000000,407159.468750,4525033.000000,
127,Mining,114.74,28.83,9.83,28.92,29.32,"Sat Mar 8, 2025 - 17:31:17",User,1,ppm,,,,,,Mining,<LOD,1.2195,<LOD,1.8721,<LOD,2.7762,770388.9375 , 2085.7222,<LOD,1.4784,<LOD,1.7199,<LOD,66.8123,125.3902 , 5.0131,63.9015 , 4.2732,56879.0117 , 125.8693,<LOD,0.0000,<LOD,2.3501,967.1841 , 32.0337,<LOD,1.1362,28.7328 , 0.7463,170.9638 , 8.2971,<LOD,1.2669,<LOD,0.9237,24.5175 , 0.9289,<LOD,0.0000,<LOD,3.2539,<LOD,0.8593,<LOD,3.5161,409.8122 , 1.6170,<LOD,0.0000,<LOD,1.5436,10975.7324 , 43.2773,<LOD,2.8226,171.4294 , 12.2712,<LOD,7.8597,18.0176 , 0.6300,76.4618 , 3.0426,155.6121 , 1.5634,42528.7812 , 140.8713,13237.4658 , 96.7539,23914.8203 , 389.7549,392.1679 , 140.0051,962.5836 , 35.5809,8434.1367 , 1685.0171,970.3628 , 81.4530,922.4523 , 29.2784,68181.5000 , 255.1466,6,1.100000,40.871162,-124.101768,10.000000,407158.843750,4525039.000000,
128,Mining,113.91,15.90,29.82,29.92,29.56,"Sat Mar 8, 2025 - 17:35:30",User,1,ppm,,,,,,Mining,<LOD,0.8900,<LOD,0.8144,<LOD,2.3457,201983.9531 , 5739.1704,<LOD,1.1794,<LOD,1.3389,<LOD,63.5989,543.3183 , 5.6126,14.6132 , 4.4211,56911.4766 , 162.3539,<LOD,0.0000,<LOD,2.5226,838.5582 , 28.1954,<LOD,0.7600,<LOD,0.6037,1988.4706 , 18.6979,<LOD,0.9042,<LOD,0.7602,<LOD,0.4957,<LOD,0.0000,<LOD,2.5635,<LOD,0.7327,22.5810 , 1.5278,1.3134 , 0.1887,<LOD,0.0000,<LOD,0.7602,215.3259 , 11.3907,<LOD,1.0862,7.6413 , 2.9538,<LOD,13.0351,<LOD,0.6886,44.0682 , 2.2275,1.4852 , 0.3649,6877.1768 , 55.1797,122.2323 , 19.0472,16881.1016 , 411.1693,234.4441 , 83.7104,<LOD,23.3909,569368.8125 , 2957.5171,<LOD,47.4637,<LOD,17.1447,143943.4219 , 335.3688,7,5.700000,40.871078,-124.101639,10.000000,407169.125000,4525029.500000,
129,Mining,129.06,19.65,40.79,29.66,29.11,"Sat Mar 8, 2025 - 17:39:58",User,1,ppm,,,,,,Mining,<LOD,0.9106,<LOD,1.1657,<LOD,2.1036,260307.6250 , 4932.4097,<LOD,1.1404,<LOD,1.3800,<LOD,54.5769,353.7786 , 4.0095,<LOD,5.8362,59711.4844 , 153.3663,<LOD,0.0000,<LOD,2.3226,865.4580 , 24.5886,<LOD,0.6921,<LOD,0.5523,2134.4329 , 17.4379,<LOD,0.7923,<LOD,0.7571,<LOD,0.4559,<LOD,0.0000,<LOD,2.6271,<LOD,0.6670,20.4980 , 1.5729,<LOD,0.2547,<LOD,0.0000,<LOD,0.6890,247.0431 , 9.0157,<LOD,1.0063,<LOD,5.7180,<LOD,12.0682,<LOD,0.3902,47.6449 , 2.0584,<LOD,0.5204,1797.1376 , 24.2317,214.7814 , 17.5560,11989.8467 , 363.1614,205.1322 , 73.2465,<LOD,24.7494,531165.4375 , 3054.9685,<LOD,48.3051,<LOD,17.9767,130939.6953 , 305.5595,7,5.000000,40.871155,-124.101608,10.000000,407171.750000,4525038.000000,
130,Mining,115.77,,,,,"Sat Mar 8, 2025 - 17:43:18",User,1,ppm,,,,,,Mining,<LOD,1.8057,<LOD,1.2858,<LOD,2.8191,457134.7812 , 4015.7344,<LOD,1.5345,<LOD,1.9085,<LOD,72.6052,105.8509 , 4.7503,59.6696 , 4.2230,74277.8125 , 137.6269,<LOD,0.0000,<LOD,2.5309,1169.9712 , 33.1302,<LOD,1.6553,38.6029 , 0.7998,283.9960 , 9.5549,3.8230 , 0.9304,<LOD,1.0495,27.8261 , 0.9731,<LOD,0.0000,<LOD,3.5438,<LOD,0.8706,21.8519 , 2.0940,517.5374 , 1.8143,<LOD,0.0000,<LOD,1.1846,11883.8789 , 44.9318,<LOD,2.8396,174.7418 , 12.5401,<LOD,8.7338,23.3400 , 0.6738,94.6699 , 3.2374,197.2540 , 1.7313,44900.5547 , 141.7527,12958.2559 , 93.7648,131712.9062 , 995.3825,689.0400 , 245.9164,2196.9670 , 34.9079,77283.7812 , 2359.9456,2591.1057 , 101.1107,1638.1317 , 29.6033,180013.6250 , 327.0567,5,-2.600000,40.871162,-124.101532,10.000000,407178.781250,4525039.000000,
131,Mining,107.03,9.53,29.92,29.78,28.68,"Sat Mar 8, 2025 - 17:46:26",User,1,ppm,,,,,,Mining,<LOD,0.8084,<LOD,1.0716,<LOD,2.7119,305630.8125 , 6165.5801,<LOD,1.9033,<LOD,1.2165,<LOD,105.6125,824.3670 , 6.0331,57.8938 , 6.3552,53130.9453 , 194.7323,<LOD,0.0000,<LOD,3.4622,933.8916 , 38.7258,<LOD,1.0104,<LOD,0.7805,2060.8105 , 24.0766,<LOD,1.1782,<LOD,0.6989,<LOD,0.6416,<LOD,0.0000,<LOD,2.3217,<LOD,0.8965,18.0115 , 1.3834,2.7433 , 0.2647,<LOD,0.0000,<LOD,1.0051,420.1961 , 10.2315,<LOD,1.4464,27.3345 , 2.9658,<LOD,23.8481,<LOD,0.7328,36.1973 , 2.8715,1.5736 , 0.4680,10400.4766 , 62.5158,222.5103 , 18.0957,36592.0859 , 582.3931,114.2987 , 10.9444,650.9725 , 18.0358,401493.8750 , 2452.9480,82.6423 , 31.7173,<LOD,15.6366,187298.4062 , 371.5377,5,-7.200000,40.871159,-124.101707,10.000000,407163.625000,4525038.500000,
132,Mining,17.42,9.85,5.23,,,"Sat Mar 8, 2025 - 17:50:10",User,1,ppm,,,,,,Mining,<LOD,8.6587,<LOD,1.8351,<LOD,4.5050,884412.2500 , 775.8787,<LOD,3.4075,<LOD,9.3713,<LOD,101.3297,138.9224 , 10.7635,59.3589 , 6.0390,70093.9922 , 189.9496,<LOD,0.0000,<LOD,3.7595,1107.3890 , 46.4647,<LOD,2.0362,37.2442 , 1.1496,192.8516 , 12.3634,4.2697 , 1.3533,<LOD,8.8343,31.7239 , 1.4703,<LOD,0.0000,<LOD,15.3739,<LOD,1.2867,<LOD,10.2442,519.6769 , 2.5980,<LOD,0.0000,<LOD,1.7666,6838.0933 , 79.8577,<LOD,4.5845,125.7611 , 22.7349,<LOD,15.8722,22.1763 , 0.9727,90.0815 , 4.6310,193.2224 , 2.4762,27530.9453 , 284.4944,8602.1094 , 194.9174,,,,,,,,,,,,,,,5,-1.800000,40.871143,-124.101585,10.000000,407174.281250,4525037.000000,
133,Mining,111.07,29.77,9.83,29.52,29.73,"Sat Mar 8, 2025 - 17:52:18",User,1,ppm,,,,,,Mining,<LOD,1.3180,<LOD,1.9359,<LOD,3.8792,557376.0625 , 3837.6277,<LOD,1.9381,<LOD,1.9255,<LOD,92.0450,127.8489 , 4.4416,92.4238 , 6.0252,68344.7031 , 166.5528,<LOD,0.0000,<LOD,3.5046,1189.4718 , 43.9544,<LOD,2.0903,34.8352 , 1.0179,196.2102 , 11.3421,<LOD,1.7146,<LOD,1.0583,27.4911 , 1.2750,<LOD,0.0000,<LOD,3.6437,<LOD,1.1217,19.0191 , 2.1471,506.3133 , 2.3124,<LOD,0.0000,2.9496 , 1.0704,10530.3398 , 40.1821,<LOD,4.3878,143.5824 , 11.1261,<LOD,11.0908,21.9575 , 0.8643,80.4889 , 4.0149,189.4778 , 2.2141,40319.0234 , 129.4367,13403.3564 , 90.7614,95939.9531 , 822.2782,626.5867 , 223.6409,600.5760 , 30.4390,53114.5000 , 2139.3496,2747.6997 , 104.5632,97.4525 , 21.6813,154267.6562 , 322.7177,7,0.400000,40.871181,-124.101631,10.000000,407170.250000,4525041.000000,
134,Mining,112.84,38.03,0.00,29.72,29.71,"Sat Mar 8, 2025 - 17:56:35",User,1,ppm,,,,,,Mining,<LOD,1.0035,<LOD,0.9255,<LOD,2.4008,423502.8750 , 5035.4971,<LOD,1.3643,<LOD,1.5381,<LOD,65.5758,1242.2527 , 7.9363,16.8084 , 5.1068,54833.1484 , 130.2987,<LOD,0.0000,<LOD,2.9279,749.6754 , 33.0796,<LOD,0.8747,<LOD,0.6920,2229.3799 , 20.9250,<LOD,1.0107,<LOD,0.8035,<LOD,0.6911,<LOD,0.0000,<LOD,2.8729,<LOD,0.8062,15.2259 , 1.6892,1.9426 , 0.2263,<LOD,0.0000,<LOD,0.9146,333.8021 , 11.0629,<LOD,1.2005,21.9689 , 3.2373,<LOD,17.9228,<LOD,0.4958,43.8814 , 2.4840,<LOD,0.5978,5540.0698 , 50.7081,662.3340 , 27.8471,23457.7695 , 465.9107,194.1151 , 69.3134,1344.9353 , 27.3310,366018.7500 , 3577.5637,110.9320 , 46.0162,1885.9513 , 27.8155,117794.1484 , 284.9635,8,1.300000,40.871170,-124.101540,10.000000,407177.812500,4525040.000000,
135,Mining,110.56,39.07,0.00,29.76,29.07,"Sat Mar 8, 2025 - 18:00:04",User,1,ppm,,,,,,Mining,<LOD,1.4791,3.1538 , 1.1535,<LOD,4.1101,578524.3750 , 4078.1572,<LOD,2.0482,<LOD,2.1360,<LOD,93.7341,87.0584 , 4.1550,64.4787 , 5.7500,66222.3594 , 167.2532,<LOD,0.0000,<LOD,3.4026,1199.3760 , 45.4920,<LOD,2.1899,39.9880 , 1.0904,174.1071 , 11.3822,<LOD,1.7949,<LOD,1.1615,30.0904 , 1.3525,<LOD,0.0000,<LOD,4.0543,<LOD,1.3347,31.3288 , 2.4189,542.3599 , 2.4607,<LOD,0.0000,<LOD,2.3127,9761.8975 , 38.2927,<LOD,3.9536,150.9742 , 10.6794,<LOD,11.0835,22.7914 , 0.9093,93.6492 , 4.3688,209.1431 , 2.3770,36250.5039 , 122.7151,12618.9229 , 87.8622,84554.8359 , 833.9238,872.0203 , 311.1647,2566.9458 , 40.2199,54673.7188 , 2343.4106,1708.4999 , 95.6743,7055.0669 , 53.8953,142542.3125 , 334.3203,6,1.200000,40.871090,-124.101654,10.000000,407168.281250,4525031.000000,
136,Mining,129.62,18.56,42.59,29.45,29.55,"Sat Mar 8, 2025 - 18:04:15",User,1,ppm,,,,,,Mining,<LOD,1.1240,<LOD,1.5178,<LOD,2.2938,631456.7500 , 2363.4202,<LOD,1.2929,<LOD,1.6476,<LOD,54.7331,37.2422 , 2.8628,23.0897 , 3.1388,41450.4375 , 108.2585,<LOD,0.0000,<LOD,3.3996,732.8772 , 27.1695,<LOD,1.0061,5.7401 , 0.5481,18.7291 , 5.3222,6.3591 , 0.8832,<LOD,0.8575,30.0349 , 0.9528,<LOD,0.0000,<LOD,3.1340,<LOD,0.7660,14.8030 , 1.8206,608.3719 , 1.8296,<LOD,0.0000,2.0736 , 0.7312,6306.5098 , 24.6081,<LOD,3.6365,146.0701 , 6.4855,<LOD,6.2573,16.1004 , 0.5793,63.9538 , 2.6276,114.8257 , 1.4272,33498.1172 , 83.9582,14604.3740 , 65.5475,73641.5078 , 600.9090,2339.3635 , 18.8516,<LOD,39.4139,19564.0547 , 1490.2692,2051.3669 , 93.8375,93.3371 , 20.3132,173173.8594 , 315.0686,6,0.600000,40.871075,-124.101685,10.000000,407165.750000,4525029.500000,
137,Mining,127.29,29.94,19.09,28.99,29.95,"Sat Mar 8, 2025 - 18:08:13",User,1,ppm,,,,,,Mining,<LOD,1.0614,6.1778 , 1.0390,<LOD,2.3502,700017.9375 , 1791.2379,<LOD,1.2015,<LOD,1.5553,<LOD,64.6206,297.1548 , 4.1829,10.9583 , 2.7474,26413.7695 , 88.1569,<LOD,0.0000,<LOD,1.8618,9406.6123 , 73.5012,<LOD,0.9488,4.1150 , 0.4809,125.8152 , 5.9605,24.2852 , 1.0104,<LOD,0.8239,123.2623 , 1.3571,<LOD,0.0000,<LOD,2.9638,<LOD,0.6698,9.0090 , 1.7093,124.1875 , 0.7695,<LOD,0.0000,5.5589 , 0.7497,2224.4663 , 24.7256,<LOD,2.0467,169.3014 , 6.1134,<LOD,5.9718,10.0887 , 0.6035,72.3021 , 2.4874,170.2363 , 1.2249,65836.5859 , 117.4714,28983.9473 , 91.8637,36115.1211 , 392.7025,1729.9130 , 16.7686,<LOD,35.1202,11557.1689 , 1338.9069,817.2002 , 67.4769,473.5128 , 20.8773,115271.3125 , 264.9092,6,4.500000,40.871136,-124.101753,10.000000,407159.781250,4525036.000000,
138,Mining,124.28,28.91,19.45,29.50,29.75,"Sat Mar 8, 2025 - 18:15:56",User,1,ppm,,,,,,Mining,<LOD,0.8585,<LOD,1.5614,<LOD,2.2364,627701.7500 , 1863.5223,<LOD,1.2133,<LOD,1.3090,<LOD,40.6175,32.3622 , 2.2131,9.1245 , 2.5841,17379.7363 , 76.5323,<LOD,0.0000,<LOD,1.8530,375.7441 , 21.1079,<LOD,0.9901,8.8402 , 0.5326,<LOD,9.0302,16.7849 , 0.9447,<LOD,0.6849,73.0407 , 1.1566,<LOD,0.0000,<LOD,2.4571,<LOD,0.6838,<LOD,3.2812,481.8771 , 1.5127,<LOD,0.0000,7.1187 , 0.7689,2060.3245 , 15.1302,3.2603 , 1.4231,54.8865 , 3.8688,<LOD,5.6124,13.9552 , 0.5783,44.0829 , 2.1396,180.0538 , 1.4364,61479.7773 , 101.7734,16128.5850 , 62.9578,67837.5312 , 469.6333,1260.9843 , 13.4728,<LOD,50.6397,5611.1636 , 990.2782,472.0183 , 55.3310,146.8541 , 16.6337,198620.1250 , 289.8495,7,1.100000,40.871178,-124.101685,10.000000,407165.343750,4525041.000000,
