"Worksheet exported from: C:\Users\MIT MRL SEF\Documents\Agilent\ICP Expert\My Results\jwalker\20260317_ICP.esws"
"Instrument name","MY15470004"
"Software version","7.6.1.12212"
"Firmware version","5590"

""
"Label","Rack:Tube","Type","Date Time","Element","Element Label","Flags","Unadjusted Data","Concentration","Unit","Intensity","Concentration SD","Concentration % RSD","Intensity SD","Intensity % RSD","%RSE","Weight","Volume","Dilution","Internal Standard","Calibration fit","Correlation coefficient","Background correction","%RSE limit","Calibration Coefficient [1]","Calibration Coefficient [2]","Calibration Coefficient [3]","LIMS ID","Customer","Customer Ref.","Sample Date Time","Sample Site","Description","Replicates","Concentration Replicate 1","Concentration Replicate 2","Concentration Replicate 3","Intensity Replicate 1","Intensity Replicate 2","Intensity Replicate 3","Flags Replicate 1","Flags Replicate 2","Flags Replicate 3"
"HPHT_070_Day36_20x","S1:19","Sample","3/17/2026 3:20:52 PM","Si 288.158","Si","u","0.04","0.04","ppm","20.95","0.09","217.46","5.01","23.91","13.07","1","1","1","-","Linear","0.99996","Fitted","2000.00000","18.6462695414023","53.0808516581099","-","","","","2/9/2026","","","3","0.01","-0.03","0.15","19.20","17.05","26.60","","u",""
"HPHT_070_Day36_20x","S1:19","Sample","3/17/2026 3:20:52 PM","Sr 215.283","Sr","","8.00","8.00","ppm","55.46","0.36","4.49","1.93","3.48","1230.73","1","1","1","-","Linear","0.99963","Fitted","2000.00000","12.4608269664284","5.37401576874638","-","","","","2/9/2026","","","3","7.69","7.92","8.39","53.78","55.02","57.57","","",""
"HPHT_070_Day36_20x","S1:19","Sample","3/17/2026 3:20:52 PM","Sr 407.771","Sr","","7.20","7.20","ppm","178444.23","0.11","1.54","2742.94","1.54","956.27","1","1","1","-","Linear","0.99983","Fitted","2000.00000","161.537505039335","24756.1503726789","-","","","","2/9/2026","","","3","7.24","7.28","7.08","179491.32","180509.40","175331.98","","",""
"HPHT_070_Day36_20x","S1:19","Sample","3/17/2026 3:20:52 PM","Sr 421.552","Sr","","7.27","7.27","ppm","66128.60","0.16","2.17","1430.17","2.16","997.99","1","1","1","-","Linear","0.99989","Fitted","2000.00000","206.114097506552","9072.95640204571","-","","","","2/9/2026","","","3","7.31","7.40","7.09","66488.60","67344.37","64552.83","","",""
"HPHT_070_Day36_20x","S1:19","Sample","3/17/2026 3:20:52 PM","Th 283.730","Th","u","-1.71","-1.71","ppm","6.39","0.02","1.22","0.54","8.46","284.51","1","1","1","-","Linear","0.99982","Fitted","2000.00000","50.7411909519267","25.9232184727993","-","","","","2/9/2026","","","3","-1.73","-1.71","-1.69","5.82","6.45","6.89","u","u","u"
"HPHT_070_Day36_20x","S1:19","Sample","3/17/2026 3:20:52 PM","V 268.796","V","u","-0.02","-0.02","ppm","6.14","0.04","170.59","1.87","30.51","1204.75","1","1","1","-","Linear","0.99986","Fitted","2000.00000","7.2391404921811","44.4372370707515","-","","","","2/9/2026","","","3","0.02","-0.07","-0.03","8.08","4.34","6.01","","u","u"
"HPHT_070_Day36_20x","S1:19","Sample","3/17/2026 3:20:52 PM","V 292.401","V","u","-0.86","-0.86","ppm","13.64","0.03","2.92","2.69","19.71","965.13","1","1","1","-","Linear","0.99984","Fitted","2000.00000","105.730131230042","107.500691280299","-","","","","2/9/2026","","","3","-0.83","-0.88","-0.86","16.41","11.05","13.45","u","u","u"
"HPHT_070_Day36_20x","S1:19","Sample","3/17/2026 3:20:52 PM","V 309.310","V","u","-0.18","-0.18","ppm","3.72","0.01","8.42","2.08","55.95","751.71","1","1","1","-","Linear","0.99992","Fitted","2000.00000","28.4158527996359","138.72174459941","-","","","","2/9/2026","","","3","-0.16","-0.19","-0.18","6.02","1.97","3.17","u","u","u"
"HPHT_070_Day36_20x","S1:19","Sample","3/17/2026 3:20:52 PM","V 311.070","V","u","-0.08","-0.08","ppm","7.03","0.03","35.23","5.43","77.25","733.92","1","1","1","-","Linear","0.99993","Fitted","2000.00000","22.4319634477462","187.586373961748","-","","","","2/9/2026","","","3","-0.05","-0.11","-0.08","12.29","1.44","7.35","u","u","u"
"HPHT_070_Day36_20x","S1:19","Sample","3/17/2026 3:20:52 PM","V 311.837","V","u","-0.07","-0.07","ppm","7.31","0.04","65.59","7.90","> 100.00","946.19","1","1","1","-","Linear","0.99991","Fitted","2000.00000","19.3592816748546","180.646721883038","-","","","","2/9/2026","","","3","-0.08","-0.10","-0.02","5.31","0.61","16.02","u","u","u"
"HPHT_070_Day36_20x","S1:19","Sample","3/17/2026 3:20:52 PM","Zn 206.200","Zn","u","-0.79","-0.79","ppm","2.91","0.03","3.64","0.29","9.88","33.50","1","1","1","-","Linear","0.99996","Fitted","2000.00000","10.8054494744866","9.94586094295093","-","","","","2/9/2026","","","3","-0.78","-0.78","-0.83","3.09","3.05","2.58","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Al 394.401","Al","u","-1.15","-1.15","ppm","163.04","0.13","10.89","4.79","2.94","109.30","1","1","1","-","Linear","0.99992","Fitted","2000.00000","207.034341904362","38.2790550831863","-","","","","2/13/2026","","","3","-1.23","-1.01","-1.21","159.79","168.54","160.79","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Al 396.152","Al","u","-1.57","-1.57","ppm","15.34","0.04","2.56","5.45","35.52","54.68","1","1","1","-","Linear","0.99986","Fitted","2000.00000","228.472739554392","135.519425108664","-","","","","2/13/2026","","","3","-1.62","-1.54","-1.57","9.59","20.42","16.02","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Ba 230.424","Ba","","Uncal","Uncal","ppm","6371.19","-","-","32.78","0.51","2182.97","1","1","1","-","Linear","0.99952","Fitted","2000.00000","20.8850603308681","70.2137425009842","-","","","","2/13/2026","","","3","Uncal","Uncal","Uncal","6397.54","6381.54","6334.48","Uncal","Uncal","Uncal"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Ba 233.527","Ba","","Uncal","Uncal","ppm","9091.17","-","-","58.15","0.64","2030.92","1","1","1","-","Linear","0.99955","Fitted","2000.00000","33.7214298459407","101.963242367889","-","","","","2/13/2026","","","3","Uncal","Uncal","Uncal","9095.50","9147.03","9030.97","Uncal","Uncal","Uncal"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Ca 422.673","Ca","u","-0.93","-0.93","ppm","75.04","0.01","0.99","2.39","3.18","325.70","1","1","1","-","Linear","0.99906","Fitted","2000.00000","316.677593934274","259.715516659042","-","","","","2/13/2026","","","3","-0.94","-0.93","-0.92","72.92","74.57","77.62","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Co 228.615","Co","u","-0.11","-0.11","ppm","3.99","0.07","60.87","1.77","44.21","723.02","1","1","1","-","Linear","0.99994","Fitted","2000.00000","6.89321332884194","26.0203216129372","-","","","","2/13/2026","","","3","-0.09","-0.19","-0.06","4.55","2.02","5.41","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Co 230.786","Co","u","-0.02","-0.02","ppm","5.11","0.04","193.33","1.23","24.00","5.15","1","1","1","-","Linear","0.99998","Fitted","2000.00000","5.73946835547142","28.165304393011","-","","","","2/13/2026","","","3","-0.07","0.01","-0.01","3.75","6.13","5.44","u","","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Cr 267.716","Cr","u","-0.27","-0.27","ppm","5.36","0.01","4.72","1.19","22.22","1282.75","1","1","1","-","Linear","0.99981","Fitted","2000.00000","30.5666384344329","91.7275430079795","-","","","","2/13/2026","","","3","-0.29","-0.27","-0.27","4.00","6.20","5.88","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Cr 283.563","Cr","u","-0.02","-0.02","ppm","8.24","0.04","184.65","7.52","91.26","1255.80","1","1","1","-","Linear","0.99985","Fitted","2000.00000","12.3122376959177","211.693417703192","-","","","","2/13/2026","","","3","-0.03","0.02","-0.05","6.55","16.46","1.71","u","","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Cu 224.700","Cu","","Uncal","Uncal","ppm","4.64","-","-","1.35","29.07","1591.40","1","1","1","-","Linear","0.99971","Fitted","2000.00000","8.12357733186202","10.6765575550816","-","","","","2/13/2026","","","3","Uncal","Uncal","Uncal","4.18","6.16","3.58","Uncal","Uncal","Uncal"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Cu 324.754","Cu","u","-0.04","-0.04","ppm","4.24","0.02","58.92","4.10","96.79","734.73","1","1","1","-","Linear","0.99995","Fitted","2000.00000","11.2006731183329","178.074150124956","-","","","","2/13/2026","","","3","-0.06","-0.01","-0.04","0.57","8.67","3.47","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Cu 327.395","Cu","u","-0.90","-0.90","ppm","9.33","0.03","3.56","6.48","69.38","592.10","1","1","1","-","Linear","0.99989","Fitted","2000.00000","191.282274162999","201.359354426859","-","","","","2/13/2026","","","3","-0.94","-0.90","-0.88","2.27","10.73","14.99","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Fe 234.350","Fe","u","-1.87","-1.87","ppm","3.84","0.04","1.88","1.18","30.74","1418.85","1","1","1","-","Linear","0.99940","Fitted","2000.00000","66.7125124573333","33.6243983043312","-","","","","2/13/2026","","","3","-1.84","-1.91","-1.86","4.94","2.59","4.00","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","La 333.749","La","u","-0.09","-0.09","ppm","7.29","0.03","29.55","5.28","72.38","1063.58","1","1","1","-","Linear","0.99989","Fitted","2000.00000","25.1503287134273","195.095531030046","-","","","","2/13/2026","","","3","-0.12","-0.06","-0.10","2.67","13.05","6.16","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","La 379.082","La","u","-0.17","-0.17","ppm","3.51","0.03","16.34","5.78","> 100.00","844.06","1","1","1","-","Linear","0.99992","Fitted","2000.00000","38.9128854208753","210.468932124098","-","","","","2/13/2026","","","3","-0.16","-0.20","-0.15","5.68","-3.04","7.90","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","La 379.477","La","u","-0.04","-0.04","ppm","24.85","0.01","34.81","3.33","13.39","867.38","1","1","1","-","Linear","0.99992","Fitted","2000.00000","34.4162110222676","245.59263418217","-","","","","2/13/2026","","","3","-0.05","-0.02","-0.04","21.87","28.44","24.25","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","La 398.852","La","u","-0.07","-0.07","ppm","18.69","0.02","32.26","9.28","49.68","902.50","1","1","1","-","Linear","0.99991","Fitted","2000.00000","47.4621203694767","415.327814753767","-","","","","2/13/2026","","","3","-0.07","-0.09","-0.05","19.33","9.10","27.63","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","La 408.671","La","u","-0.16","-0.16","ppm","10.45","0.00","0.63","0.58","5.50","658.86","1","1","1","-","Linear","0.99994","Fitted","2000.00000","102.036681366988","573.588305950178","-","","","","2/13/2026","","","3","-0.16","-0.16","-0.16","10.24","11.10","10.01","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Mg 279.800","Mg","o","233.33","233.33","ppm","3916.21","1.73","0.74","29.05","0.74","16.32","1","1","1","-","Linear","0.99998","Fitted","2000.00000","8.42655037886288","16.7476565577313","-","","","","2/13/2026","","","3","234.12","234.54","231.35","3929.36","3936.36","3882.91","o","o","o"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Mg 285.213","Mg","","Uncal","Uncal","ppm","41180.20","-","-","221.62","0.54","3313.69","1","1","1","-","Linear","0.99864","Fitted","2000.00000","212.485123528205","191.009475881856","-","","","","2/13/2026","","","3","Uncal","Uncal","Uncal","41207.10","41387.14","40946.35","Uncal","Uncal","Uncal"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Mn 257.610","Mn","u","-0.02","-0.02","ppm","5.64","0.00","11.14","1.00","17.79","1359.50","1","1","1","-","Linear","0.99980","Fitted","2000.00000","14.6361562958434","517.730924154836","-","","","","2/13/2026","","","3","-0.02","-0.02","-0.02","6.32","6.11","4.49","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Mn 259.372","Mn","u","-0.06","-0.06","ppm","4.83","0.00","2.26","0.62","12.81","1241.86","1","1","1","-","Linear","0.99984","Fitted","2000.00000","32.2412321515306","491.012883275296","-","","","","2/13/2026","","","3","-0.06","-0.06","-0.05","4.56","4.40","5.54","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Mn 260.568","Mn","u","-0.32","-0.32","ppm","10.59","0.05","14.74","4.25","40.16","950.75","1","1","1","-","Linear","0.99987","Fitted","2000.00000","39.4536996286538","91.3807374125123","-","","","","2/13/2026","","","3","-0.29","-0.28","-0.37","12.59","13.48","5.71","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Mn 293.931","Mn","u","-0.10","-0.10","ppm","7.65","0.01","13.19","2.44","31.97","1103.53","1","1","1","-","Linear","0.99987","Fitted","2000.00000","26.1759018489406","190.638776736735","-","","","","2/13/2026","","","3","-0.08","-0.11","-0.10","10.43","5.87","6.64","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Mn 294.921","Mn","u","-0.94","-0.94","ppm","9.08","0.02","2.02","3.51","38.66","1019.24","1","1","1","-","Linear","0.99985","Fitted","2000.00000","182.989578766343","184.986981946955","-","","","","2/13/2026","","","3","-0.93","-0.93","-0.96","10.83","11.36","5.04","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Na 589.592","Na","","32.14","32.14","ppm","41334.66","0.22","0.69","236.22","0.57","48.09","1","1","1","-","Linear","0.99987","Fitted","2000.00000","7167.33308626705","1063.04407332545","-","","","","2/13/2026","","","3","32.29","32.25","31.89","41488.51","41452.78","41062.67","","",""
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Nd 386.341","Nd","u","-0.52","-0.52","ppm","26.21","0.17","32.90","8.72","33.26","941.34","1","1","1","-","Linear","0.99990","Fitted","2000.00000","52.7092508755967","50.5399126182653","-","","","","2/13/2026","","","3","-0.43","-0.42","-0.72","31.21","31.28","16.15","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Nd 401.224","Nd","","Uncal","Uncal","ppm","57.95","-","-","8.23","14.20","2310.50","1","1","1","-","Linear","0.99925","Fitted","2000.00000","142.019272647277","74.3029243550927","-","","","","2/13/2026","","","3","Uncal","Uncal","Uncal","62.81","62.59","48.44","Uncal","Uncal","Uncal"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Nd 406.108","Nd","u","-0.02","-0.02","ppm","26.60","0.02","88.44","1.63","6.12","1002.14","1","1","1","-","Linear","0.99990","Fitted","2000.00000","28.4407376245412","79.36141261221","-","","","","2/13/2026","","","3","-0.02","0.00","-0.05","26.92","28.05","24.84","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Nd 410.945","Nd","u","-0.47","-0.47","ppm","9.56","0.06","12.24","3.08","32.28","928.82","1","1","1","-","Linear","0.99988","Fitted","2000.00000","34.753115013048","53.2970770459808","-","","","","2/13/2026","","","3","-0.42","-0.53","-0.46","12.36","6.25","10.05","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Ni 231.604","Ni","u","-0.45","-0.45","ppm","3.94","0.14","31.45","2.29","58.04","1205.80","1","1","1","-","Linear","0.99977","Fitted","2000.00000","11.2162591253129","16.0873016049951","-","","","","2/13/2026","","","3","-0.50","-0.57","-0.29","3.24","2.09","6.50","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Pb 220.353","Pb","u","-0.24","-0.24","ppm","2.55","0.30","124.57","1.59","62.49","28.50","1","1","1","-","Linear","0.99996","Fitted","2000.00000","3.82226528277242","5.29314458038638","-","","","","2/13/2026","","","3","0.00","-0.58","-0.14","3.80","0.76","3.08","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Sc 335.372","Sc","u","-0.08","-0.08","ppm","12.45","0.01","13.00","7.85","63.07","950.86","1","1","1","-","Linear","0.99991","Fitted","2000.00000","72.8853318742149","750.712712568496","-","","","","2/13/2026","","","3","-0.07","-0.09","-0.09","21.45","6.97","8.93","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Sc 357.634","Sc","u","-0.02","-0.02","ppm","18.48","0.01","35.13","6.84","36.99","832.27","1","1","1","-","Linear","0.99993","Fitted","2000.00000","37.9449936757591","841.202616627046","-","","","","2/13/2026","","","3","-0.02","-0.01","-0.03","17.34","25.82","12.29","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Sc 363.074","Sc","u","-0.13","-0.13","ppm","8.77","0.01","4.92","3.18","36.32","683.47","1","1","1","-","Linear","0.99993","Fitted","2000.00000","73.4687946605647","494.396616437467","-","","","","2/13/2026","","","3","-0.12","-0.14","-0.13","12.42","6.61","7.26","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Sc 424.682","Sc","u","-0.02","-0.02","ppm","12.57","0.00","19.35","4.68","37.18","616.59","1","1","1","-","Linear","0.99995","Fitted","2000.00000","36.7379179139163","1219.1733116614","-","","","","2/13/2026","","","3","-0.02","-0.02","-0.02","13.08","16.98","7.67","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Si 251.611","Si","","Uncal","Uncal","ppm","7.83","-","-","3.83","48.88","3074.04","1","1","1","-","Linear","0.99908","Fitted","2000.00000","8.53892943138174","12.0036950981158","-","","","","2/13/2026","","","3","Uncal","Uncal","Uncal","10.35","9.72","3.43","Uncal","Uncal","Uncal"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Si 288.158","Si","u","-0.15","-0.15","ppm","10.74","0.05","34.69","2.74","25.51","13.07","1","1","1","-","Linear","0.99996","Fitted","2000.00000","18.6462695414023","53.0808516581099","-","","","","2/13/2026","","","3","-0.21","-0.12","-0.12","7.58","12.17","12.48","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Sr 215.283","Sr","u","-0.98","-0.98","ppm","7.17","0.46","46.74","2.47","34.49","1230.73","1","1","1","-","Linear","0.99963","Fitted","2000.00000","12.4608269664284","5.37401576874638","-","","","","2/13/2026","","","3","-1.50","-0.60","-0.85","4.42","9.22","7.87","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Sr 407.771","Sr","","0.01","0.01","ppm","457.13","0.00","2.41","7.12","1.56","956.27","1","1","1","-","Linear","0.99983","Fitted","2000.00000","161.537505039335","24756.1503726789","-","","","","2/13/2026","","","3","0.01","0.01","0.01","449.06","462.52","459.80","","",""
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Sr 421.552","Sr","u","-0.01","-0.01","ppm","152.46","0.00","25.55","13.71","8.99","997.99","1","1","1","-","Linear","0.99989","Fitted","2000.00000","206.114097506552","9072.95640204571","-","","","","2/13/2026","","","3","-0.01","0.00","-0.01","159.88","160.86","136.64","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Th 283.730","Th","u","-1.69","-1.69","ppm","7.00","0.11","6.25","2.73","39.01","284.51","1","1","1","-","Linear","0.99982","Fitted","2000.00000","50.7411909519267","25.9232184727993","-","","","","2/13/2026","","","3","-1.57","-1.71","-1.78","9.95","6.51","4.55","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","V 268.796","V","u","-0.05","-0.05","ppm","5.13","0.12","262.22","5.53","> 100.00","1204.75","1","1","1","-","Linear","0.99986","Fitted","2000.00000","7.2391404921811","44.4372370707515","-","","","","2/13/2026","","","3","-0.16","-0.07","0.09","0.17","4.12","11.10","u","u",""
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","V 292.401","V","u","-0.83","-0.83","ppm","16.95","0.05","5.98","5.31","31.31","965.13","1","1","1","-","Linear","0.99984","Fitted","2000.00000","105.730131230042","107.500691280299","-","","","","2/13/2026","","","3","-0.83","-0.78","-0.87","16.82","22.33","11.71","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","V 309.310","V","","0.34","0.34","ppm","75.79","0.04","13.14","6.22","8.21","751.71","1","1","1","-","Linear","0.99992","Fitted","2000.00000","28.4158527996359","138.72174459941","-","","","","2/13/2026","","","3","0.32","0.39","0.31","73.24","82.89","71.25","","",""
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","V 311.070","V","u","-0.08","-0.08","ppm","7.81","0.01","8.97","1.31","16.80","733.92","1","1","1","-","Linear","0.99993","Fitted","2000.00000","22.4319634477462","187.586373961748","-","","","","2/13/2026","","","3","-0.07","-0.08","-0.08","9.32","7.19","6.93","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","V 311.837","V","u","-0.08","-0.08","ppm","4.44","0.01","14.37","2.14","48.26","946.19","1","1","1","-","Linear","0.99991","Fitted","2000.00000","19.3592816748546","180.646721883038","-","","","","2/13/2026","","","3","-0.07","-0.08","-0.10","6.42","4.74","2.16","u","u","u"
"HPHT_089_Day0_20x","S1:20","Sample","3/17/2026 3:22:41 PM","Zn 206.200","Zn","u","-0.81","-0.81","ppm","2.72","0.16","19.70","1.59","58.70","33.50","1","1","1","-","Linear","0.99996","Fitted","2000.00000","10.8054494744866","9.94586094295093","-","","","","2/13/2026","","","3","-0.97","-0.65","-0.82","1.14","4.32","2.69","u","u","u"
